Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
2056,905104090,20,99.0,-0.3769146063999148,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894.0,GasA,TA,Y,SBrkr,894,0,0,-1.187007670517785,0.0,0.0,1,0,3,1,TA,5,Typ,0,Unknown,Detchd,1966.0,RFn,384.0,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD ,Normal,125000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-105306.81739021426,1.0,41,-5.935038352588925,11.736077016252436,Old
1281,535475020,60,71.0,-0.3816355779692503,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400.0,Unf,0.0,380.0,780.0,GasA,TA,Y,SBrkr,983,813,0,0.600858541134272,1.0,0.0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,483.0,TA,TA,Y,0,50,0,0,0,0,0,10,2008,WD ,Normal,140000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,232999.9332883156,1.5,45,3.605151246805632,11.849404844423074,Old
1050,527455270,20,68.0,-0.0808599945650036,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,65.0,TA,TA,CBlock,TA,TA,No,Rec,340.0,Unf,0.0,524.0,864.0,GasA,TA,Y,SBrkr,892,0,0,-1.1909718971511598,0.0,0.0,1,0,3,1,TA,5,Typ,0,Unknown,Attchd,1966.0,RFn,264.0,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD ,Normal,110000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-92361.5412446954,1.0,42,-5.954859485755799,11.60824473564232,Old
337,923276250,90,70.0,-0.3016275334784057,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,1.861482610547474,0.0,0.0,4,2,4,2,TA,10,Typ,0,Unknown,Attchd,1985.0,Unf,616.0,TA,Fa,Y,200,0,0,0,0,0,600,2,2010,WD ,Normal,159000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,85415.78583602082,5.0,25,9.30741305273737,11.976665770490769,Recent
48,528176070,60,105.0,0.437577225404398,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,0,1.5007379869103628,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,756.0,TA,TA,Y,238,130,0,0,0,0,0,6,2010,WD ,Normal,320000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,213228.4268080656,2.5,8,12.005903895282902,12.676079399771028,New
107,533253060,120,30.0,-0.7091219215684219,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728.0,Unf,0.0,0.0,728.0,GasA,TA,Y,SBrkr,788,0,0,-1.397111682086652,1.0,0.0,1,0,1,1,Gd,3,Typ,1,TA,Detchd,1980.0,Fin,484.0,TA,TA,Y,133,42,0,0,0,0,0,6,2010,WD ,Normal,155000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-110943.1708197445,1.0,30,-11.176893456693216,11.951186847493476,Recent
1080,528190010,120,59.0,-0.239757958701324,Pave,Reg,Lvl,AllPub,FR3,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720.0,Unf,0.0,638.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,-0.26730709157482,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,484.0,TA,TA,Y,192,30,0,0,0,0,0,7,2008,WD ,Normal,207000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-774390.2295314156,2.0,4,-1.8711496410237405,12.240478903153711,New
1145,531450030,60,75.0,-0.2289494185294242,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,397.0,Unf,0.0,439.0,836.0,GasA,Gd,Y,SBrkr,844,893,0,0.4839138554497139,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Unknown,Attchd,1992.0,Fin,506.0,TA,TA,Y,192,85,0,0,0,0,0,5,2008,WD ,Normal,175000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,361634.6133287874,2.5,16,3.387396988147997,12.07254696717504,Recent
2330,527210030,60,59.0,0.7323894763000103,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,600.0,Gd,Ex,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,180.0,1398.0,GasA,Ex,Y,SBrkr,1414,1384,0,2.5869360844550715,1.0,0.0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,670.0,TA,TA,Y,182,37,0,0,0,0,0,3,2006,New,Partial,456666.3700000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,176527.8905590724,3.5,1,23.282424760095644,13.031710549280998,New
1837,533206070,120,32.0,-0.7881360773078274,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,0,0.1429903649794768,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Unknown,Attchd,2006.0,Fin,476.0,TA,TA,Y,0,120,0,0,0,0,0,2,2007,New,Partial,193800.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1355336.074761511,2.0,1,1.143922919835815,12.174587138384211,New
1754,528275035,60,68.0,-0.2565298313818582,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,Ex,Y,SBrkr,948,742,0,0.3907545295654049,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,463.0,TA,TA,Y,100,48,0,0,0,0,0,11,2007,WD ,Abnorml,181000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,463206.4027544536,2.5,7,2.344527177392429,12.10625783509458,New
1102,528326110,60,68.0,0.108351576490208,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1519.0,1519.0,GasA,Ex,Y,SBrkr,1533,639,0,1.3461331482087435,0.0,0.0,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,2000.0,RFn,687.0,TA,TA,Y,162,153,0,0,0,0,0,6,2008,WD ,Normal,291000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,216174.7523914885,2.5,8,12.115198333878691,12.581081982573842,New
1969,535457050,20,70.0,-0.3885927992293238,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,Slab,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,925,0,0,-1.1255621577004749,0.0,0.0,1,0,3,1,TA,7,Typ,0,Unknown,Attchd,1961.0,Fin,300.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD ,Normal,99000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-87956.04873768779,1.0,46,-5.627810788502375,11.502885230075814,Old
524,528477050,60,85.0,0.1087242847719977,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,GasA,Ex,Y,SBrkr,1026,981,0,1.0190844509553183,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008.0,Fin,812.0,TA,TA,Y,168,52,0,0,0,0,0,4,2009,WD ,Normal,310000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,304194.61283056304,2.5,1,10.190844509553186,12.644330802262578,New
1429,906424010,80,68.0,0.1647547631343749,Pave,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Y,SBrkr,1511,0,0,0.0359562458783559,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1995.0,Fin,811.0,TA,TA,Y,168,42,0,0,0,0,0,2,2008,WD ,Normal,225000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6257605.445273696,2.0,13,0.2876499670268475,12.323860125621126,Recent
2546,534403280,20,80.0,-0.1649678301555344,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251,0,0,-0.4793932164603744,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,461.0,TA,TA,Y,0,116,0,0,0,0,700,3,2006,WD ,Normal,160000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-333755.24414251954,1.0,42,-2.876359298762247,11.982935344196433,Old
604,534278070,20,68.0,0.4183206308452661,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,0,0.466074835599527,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,1956.0,Unf,576.0,TA,TA,Y,0,99,0,0,0,0,0,7,2009,WD ,Normal,177625.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,381108.325171676,2.0,53,2.3303741779976352,12.087435495221696,Old
1490,908103260,85,64.0,0.2452597520009391,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,0,-0.911493919498233,0.0,1.0,1,0,3,1,TA,6,Typ,0,Unknown,BuiltIn,1976.0,RFn,504.0,Fa,TA,Y,224,0,0,0,0,0,0,4,2008,WD ,Family,165000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-181021.50378669627,1.0,32,-4.557469597491165,12.013706813470414,Old
2501,533125120,60,105.0,0.1114574788384551,Pave,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,Ex,Y,SBrkr,1520,1306,0,2.6424352573223198,1.0,0.0,2,1,3,1,Gd,9,Typ,3,TA,Attchd,1992.0,RFn,888.0,TA,TA,Y,177,208,186,0,0,0,0,10,2006,WD ,Normal,334000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,126398.55567869428,2.5,14,21.139482058578555,12.718899265966332,Recent
61,528344070,60,60.0,0.9075623687411452,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0,1.9467134831650328,0.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,962.0,TA,TA,Y,23,172,0,0,256,0,0,1,2010,WD ,Normal,355000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,182358.628051843,2.5,12,15.573707865320266,12.779875885354992,Recent
2687,903425190,50,90.0,2.856453974219219,Pave,IR3,Lvl,AllPub,Inside,Gtl,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,TA,Y,SBrkr,1611,875,0,1.9685167296485948,0.0,0.0,2,0,5,1,TA,8,Typ,1,Gd,Detchd,1962.0,Unf,576.0,TA,TA,Y,0,0,0,0,0,0,0,10,2006,WD ,Normal,220000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,111759.2737143122,2.0,44,11.811100377891568,12.301387370778713,Old
672,535403210,20,90.0,0.0405186692044919,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,143.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,-0.7687817606967384,0.0,0.0,1,0,3,1,TA,5,Typ,0,Unknown,Detchd,1957.0,Unf,308.0,TA,TA,Y,0,0,0,0,0,0,0,4,2009,WD ,Normal,135000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-175602.50112808475,1.0,52,-4.612690564180431,11.81303746480054,Old
93,533130160,60,88.0,0.1249992130768124,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,1.451185153993177,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1992.0,RFn,713.0,TA,TA,Y,198,30,0,0,0,0,0,6,2010,WD ,Normal,285000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,196391.2042620993,2.5,18,11.609481231945416,12.560247968016562,Recent
667,535402010,90,81.0,-0.0567581923426063,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0,2.0834793020164657,0.0,0.0,2,2,6,2,TA,12,Typ,0,Unknown,Attchd,1969.0,RFn,907.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,190000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,91193.61052260573,3.0,40,12.500875812098794,12.154784614286667,Old
1888,534278150,20,68.0,0.5254121438128252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,LwQ,167.0,386.0,864.0,GasA,TA,Y,SBrkr,1187,0,0,-0.6062484687283696,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,440.0,TA,TA,Y,128,0,0,0,0,0,0,8,2007,CWD,Normal,140500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-231753.16268378272,1.0,46,-3.031242343641848,11.852969885168331,Old
281,908203100,20,64.0,-0.4618920946479548,Pave,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,-1.056188191616415,0.0,0.0,1,0,3,1,TA,5,Typ,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,90000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-85212.08693146048,1.0,52,-4.22475276646566,11.407576060361786,Old
1720,528181060,120,34.0,-0.6880017856003418,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,0.1211871184959152,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,627.0,TA,TA,Y,156,73,0,0,0,0,0,8,2007,WD ,Normal,209500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1728731.589628988,2.0,1,0.9694969479673216,12.252483791602629,New
360,527164020,20,58.0,-0.3575337757468531,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,0,-0.6003021287783074,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Unf,430.0,TA,TA,Y,0,21,0,0,0,0,0,11,2009,WD ,Normal,166000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-276527.42184644844,2.0,16,-3.6018127726698443,12.01974909141692,Recent
900,908275040,90,65.0,0.0991581055393967,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,0.3669691697651558,0.0,0.0,2,0,6,2,TA,10,Typ,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,119900.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,326730.4446221756,2.0,50,1.834845848825779,11.694421681264394,Old
1936,535325090,20,71.0,-0.197269214577304,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,8,1956,2003,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,Rec,114.0,ALQ,691.0,120.0,925.0,GasA,TA,Y,SBrkr,925,0,0,-1.1255621577004749,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Unknown,Detchd,1956.0,Unf,252.0,TA,TA,Y,152,0,0,0,0,0,0,6,2007,WD ,Normal,127000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-112832.5069665288,1.0,51,-5.627810788502375,11.751950239425476,Old
1995,902303100,50,56.0,-0.2149107399153474,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1910,1990,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,Gd,No,BLQ,259.0,Unf,0.0,667.0,926.0,GasA,TA,Y,SBrkr,991,659,0,0.3114699968979079,0.0,0.0,2,0,3,1,TA,6,Typ,0,Unknown,Detchd,1979.0,Unf,468.0,TA,TA,N,128,103,0,0,0,0,0,11,2007,WD ,Normal,144100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,462644.8821240152,2.0,97,1.8688199813874475,11.878269721588795,Old
2669,902406030,20,65.0,-0.0469435409221456,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,-1.056188191616415,0.0,0.0,1,0,3,1,TA,5,Typ,0,Unknown,Detchd,2002.0,Unf,624.0,TA,TA,Y,0,0,0,0,0,0,4500,7,2006,WD ,Normal,125000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-118350.12073813957,1.0,48,-5.280940958082075,11.736077016252436,Old
761,903484110,190,60.0,0.0238710326178876,Pave,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Rec,276.0,ALQ,262.0,160.0,698.0,GasA,Ex,Y,FuseF,754,649,0,-0.1781119923238859,1.0,0.0,1,1,3,1,TA,7,Typ,0,Unknown,Detchd,1915.0,Unf,308.0,TA,TA,Y,0,0,288,0,0,0,0,2,2009,WD ,Normal,116000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-651275.6299365907,1.5,94,-1.0686719539433156,11.661354090741,Old
2159,907401060,60,65.0,-0.2395094865134642,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1081,0,0.862497498937012,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,434.0,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD ,Normal,219500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,254493.49159913333,2.5,4,6.037482492559084,12.299112067295642,New
